gbifid,datasetkey,occurrenceid,kingdom,phylum,class,order,family,genus,species,infraspecificepithet,taxonrank,scientificname,countrycode,locality,publishingorgkey,decimallatitude,decimallongitude,coordinateuncertaintyinmeters,coordinateprecision,elevation,elevationaccuracy,depth,depthaccuracy,eventdate,day,month,year,taxonkey,specieskey,basisofrecord,institutioncode,collectioncode,catalognumber,recordnumber,identifiedby,license,rightsholder,recordedby,typestatus,establishmentmeans,lastinterpreted,mediatype,issue,,,,
1324201505,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.24096605481212733,Animalia,Arthropoda,Insecta,Lepidoptera,Zygaenidae,Zygaena,Zygaena filipendulae,,SPECIES,Zygaena filipendulae (Linnaeus, 1758),IE,Inis MeánInis MeánInis MeánInis MeánInis Meán,d2b97690-bfd6-11de-b279-d52977ace833,53.071066,-9.584382,100,,,,,,2014-07-20T00:00:00Z,20,7,2014,5107219,5107219,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,2.40966054812127E+016,,,CC_BY_4_0,,Gregory Woulahan,,,2018-07-06T23:24:16.063Z,,COORDINATE_ROUNDED,,,
1324201504,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.24096605481212727,Animalia,Arthropoda,Insecta,Lepidoptera,Zygaenidae,Zygaena,Zygaena filipendulae,,SPECIES,Zygaena filipendulae (Linnaeus, 1758),IE,Inis ÓirrInis ÓirrInis ÓirrInis ÓirrInis Óirr,d2b97690-bfd6-11de-b279-d52977ace833,53.068526,-9.530623,100,,,,,,2014-06-30T00:00:00Z,30,6,2014,5107219,5107219,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,2.40966054812127E+016,,,CC_BY_4_0,,Gregory Woulahan,,,2018-07-06T23:24:16.106Z,,COORDINATE_ROUNDED,,,
1324201503,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.24096605481212757,Animalia,Arthropoda,Insecta,Lepidoptera,Zygaenidae,Zygaena,Zygaena filipendulae,,SPECIES,Zygaena filipendulae (Linnaeus, 1758),IE,Inis MeánInis MeánInis Meán,d2b97690-bfd6-11de-b279-d52977ace833,53.087202,-9.566302,100,,,,,,2014-07-25T00:00:00Z,25,7,2014,5107219,5107219,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,2.40966054812128E+016,,,CC_BY_4_0,,Gregory Woulahan,,,2018-07-06T23:24:16.019Z,,COORDINATE_ROUNDED,,,
1324201502,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.24096605481212731,Animalia,Arthropoda,Insecta,Lepidoptera,Zygaenidae,Zygaena,Zygaena filipendulae,,SPECIES,Zygaena filipendulae (Linnaeus, 1758),IE,Inis Óirr,d2b97690-bfd6-11de-b279-d52977ace833,53.062028,-9.506689,100,,,,,,2014-07-15T00:00:00Z,15,7,2014,5107219,5107219,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,2.40966054812127E+016,,,CC_BY_4_0,,Gregory Woulahan,,,2018-07-06T23:24:16.120Z,,COORDINATE_ROUNDED,,,
1324201501,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.24096605481212749,Animalia,Arthropoda,Insecta,Lepidoptera,Zygaenidae,Zygaena,Zygaena filipendulae,,SPECIES,Zygaena filipendulae (Linnaeus, 1758),IE,Inis MeánInis MeánInis MeánInis Meán,d2b97690-bfd6-11de-b279-d52977ace833,53.071065,-9.584441,100,,,,,,2014-07-24T00:00:00Z,24,7,2014,5107219,5107219,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,2.40966054812127E+016,,,CC_BY_4_0,,Gregory Woulahan,,,2018-07-06T23:24:16.019Z,,COORDINATE_ROUNDED,,,
1324201500,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.24096605481212740,Animalia,Arthropoda,Insecta,Lepidoptera,Zygaenidae,Zygaena,Zygaena filipendulae,,SPECIES,Zygaena filipendulae (Linnaeus, 1758),IE,Inis MeánInis MeánInis MeánInis Meán,d2b97690-bfd6-11de-b279-d52977ace833,53.094314,-9.581653,100,,,,,,2014-07-23T00:00:00Z,23,7,2014,5107219,5107219,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,2.40966054812127E+016,,,CC_BY_4_0,,Gregory Woulahan,,,2018-07-06T23:24:16.225Z,,COORDINATE_ROUNDED,,,
1324201499,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.24096605481212755,Animalia,Arthropoda,Insecta,Lepidoptera,Zygaenidae,Zygaena,Zygaena filipendulae,,SPECIES,Zygaena filipendulae (Linnaeus, 1758),IE,Inis MeánInis MeánInis Meán,d2b97690-bfd6-11de-b279-d52977ace833,53.084209,-9.567074,100,,,,,,2014-07-25T00:00:00Z,25,7,2014,5107219,5107219,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,2.40966054812128E+016,,,CC_BY_4_0,,Gregory Woulahan,,,2018-07-06T23:24:16.106Z,,COORDINATE_ROUNDED,,,
1324201498,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.24096605481212751,Animalia,Arthropoda,Insecta,Lepidoptera,Zygaenidae,Zygaena,Zygaena filipendulae,,SPECIES,Zygaena filipendulae (Linnaeus, 1758),IE,Inis MeánInis MeánInis MeánInis Meán,d2b97690-bfd6-11de-b279-d52977ace833,53.085365,-9.578832,100,,,,,,2014-07-24T00:00:00Z,24,7,2014,5107219,5107219,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,2.40966054812128E+016,,,CC_BY_4_0,,Gregory Woulahan,,,2018-07-06T23:24:16.055Z,,COORDINATE_ROUNDED,,,
1324201497,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.24096605481212747,Animalia,Arthropoda,Insecta,Lepidoptera,Zygaenidae,Zygaena,Zygaena filipendulae,,SPECIES,Zygaena filipendulae (Linnaeus, 1758),IE,Inis MeánInis MeánInis MeánInis Meán,d2b97690-bfd6-11de-b279-d52977ace833,53.070116,-9.589554,100,,,,,,2014-07-24T00:00:00Z,24,7,2014,5107219,5107219,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,2.40966054812127E+016,,,CC_BY_4_0,,Gregory Woulahan,,,2018-07-06T23:24:16.072Z,,COORDINATE_ROUNDED,,,
1324201496,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.24096605481212770,Animalia,Arthropoda,Insecta,Lepidoptera,Lasiocampidae,Lasiocampa,Lasiocampa quercus,,SPECIES,Lasiocampa quercus (Linnaeus, 1758),IE,Inis MeánInis Meán,d2b97690-bfd6-11de-b279-d52977ace833,53.076094,-9.603472,100,,,,,,2014-07-21T00:00:00Z,21,7,2014,1734826,1734826,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,2.40966054812128E+016,,,CC_BY_4_0,,Gregory Woulahan,,,2018-07-06T23:19:32.674Z,,COORDINATE_ROUNDED,,,
1324201495,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.24096605481212736,Animalia,Arthropoda,Insecta,Lepidoptera,Zygaenidae,Zygaena,Zygaena filipendulae,,SPECIES,Zygaena filipendulae (Linnaeus, 1758),IE,Inis MeánInis MeánInis MeánInis Meán,d2b97690-bfd6-11de-b279-d52977ace833,53.078558,-9.59467,100,,,,,,2014-07-22T00:00:00Z,22,7,2014,5107219,5107219,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,2.40966054812127E+016,,,CC_BY_4_0,,Gregory Woulahan,,,2018-07-06T23:24:16.005Z,,COORDINATE_ROUNDED,,,
1324201494,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.24096605481212744,Animalia,Arthropoda,Insecta,Lepidoptera,Zygaenidae,Zygaena,Zygaena filipendulae,,SPECIES,Zygaena filipendulae (Linnaeus, 1758),IE,Inis MeánInis MeánInis MeánInis Meán,d2b97690-bfd6-11de-b279-d52977ace833,53.075589,-9.586219,100,,,,,,2014-07-24T00:00:00Z,24,7,2014,5107219,5107219,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,2.40966054812127E+016,,,CC_BY_4_0,,Gregory Woulahan,,,2018-07-06T23:24:16.043Z,,COORDINATE_ROUNDED,,,
1324201493,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.24096605481212738,Animalia,Arthropoda,Insecta,Lepidoptera,Zygaenidae,Zygaena,Zygaena filipendulae,,SPECIES,Zygaena filipendulae (Linnaeus, 1758),IE,Inis MeánInis MeánInis MeánInis Meán,d2b97690-bfd6-11de-b279-d52977ace833,53.087731,-9.579978,100,,,,,,2014-07-23T00:00:00Z,23,7,2014,5107219,5107219,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,2.40966054812127E+016,,,CC_BY_4_0,,Gregory Woulahan,,,2018-07-06T23:24:16.020Z,,COORDINATE_ROUNDED,,,
1324201492,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.24096605481212734,Animalia,Arthropoda,Insecta,Lepidoptera,Zygaenidae,Zygaena,Zygaena filipendulae,,SPECIES,Zygaena filipendulae (Linnaeus, 1758),IE,Inis MeánInis MeánInis MeánInis MeánInis Meán,d2b97690-bfd6-11de-b279-d52977ace833,53.072045,-9.582418,100,,,,,,2014-07-20T00:00:00Z,20,7,2014,5107219,5107219,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,2.40966054812127E+016,,,CC_BY_4_0,,Gregory Woulahan,,,2018-07-06T23:24:16.077Z,,COORDINATE_ROUNDED,,,
1324201491,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.24096605481212746,Animalia,Arthropoda,Insecta,Lepidoptera,Zygaenidae,Zygaena,Zygaena filipendulae,,SPECIES,Zygaena filipendulae (Linnaeus, 1758),IE,Inis MeánInis MeánInis MeánInis Meán,d2b97690-bfd6-11de-b279-d52977ace833,53.07243,-9.589221,100,,,,,,2014-07-24T00:00:00Z,24,7,2014,5107219,5107219,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,2.40966054812127E+016,,,CC_BY_4_0,,Gregory Woulahan,,,2018-07-06T23:24:16.018Z,,COORDINATE_ROUNDED,,,
1324201490,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.24096605481212732,Animalia,Arthropoda,Insecta,Lepidoptera,Zygaenidae,Zygaena,Zygaena filipendulae,,SPECIES,Zygaena filipendulae (Linnaeus, 1758),IE,Inis Óirr,d2b97690-bfd6-11de-b279-d52977ace833,53.063998,-9.514336,100,,,,,,2014-07-17T00:00:00Z,17,7,2014,5107219,5107219,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,2.40966054812127E+016,,,CC_BY_4_0,,Gregory Woulahan,,,2018-07-06T23:24:16.043Z,,COORDINATE_ROUNDED,,,
1324201489,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.24096605481212748,Animalia,Arthropoda,Insecta,Lepidoptera,Zygaenidae,Zygaena,Zygaena filipendulae,,SPECIES,Zygaena filipendulae (Linnaeus, 1758),IE,Inis MeánInis MeánInis MeánInis Meán,d2b97690-bfd6-11de-b279-d52977ace833,53.070054,-9.586791,100,,,,,,2014-07-24T00:00:00Z,24,7,2014,5107219,5107219,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,2.40966054812127E+016,,,CC_BY_4_0,,Gregory Woulahan,,,2018-07-06T23:24:16.206Z,,COORDINATE_ROUNDED,,,
1324201488,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.24096605481212728,Animalia,Arthropoda,Insecta,Lepidoptera,Zygaenidae,Zygaena,Zygaena filipendulae,,SPECIES,Zygaena filipendulae (Linnaeus, 1758),IE,Inis ÓirrInis ÓirrInis ÓirrInis ÓirrInis Óirr,d2b97690-bfd6-11de-b279-d52977ace833,53.065965,-9.520089,100,,,,,,2014-06-30T00:00:00Z,30,6,2014,5107219,5107219,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,2.40966054812127E+016,,,CC_BY_4_0,,Gregory Woulahan,,,2018-07-06T23:24:16.009Z,,COORDINATE_ROUNDED,,,
1324201487,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.24096605481212754,Animalia,Arthropoda,Insecta,Lepidoptera,Zygaenidae,Zygaena,Zygaena filipendulae,,SPECIES,Zygaena filipendulae (Linnaeus, 1758),IE,Inis MeánInis MeánInis Meán,d2b97690-bfd6-11de-b279-d52977ace833,53.084145,-9.569205,100,,,,,,2014-07-25T00:00:00Z,25,7,2014,5107219,5107219,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,2.40966054812128E+016,,,CC_BY_4_0,,Gregory Woulahan,,,2018-07-06T23:24:16.014Z,,COORDINATE_ROUNDED,,,
1324201486,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.24096605481212702,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Calvia,Calvia quatuordecimguttata,,SPECIES,Calvia quatuordecimguttata (Linnaeus, 1758),IE,James Fort, Kinsale,d2b97690-bfd6-11de-b279-d52977ace833,51.692847,-8.521337,1000,,,,,,2012-05-16T00:00:00Z,16,5,2012,1043171,1043171,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,2.40966054812127E+016,,,CC_BY_4_0,,Tom Gittings,,,2018-07-06T23:15:34.771Z,,TAXON_MATCH_FUZZY,COORDINATE_ROUNDED,
1324201485,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.24096605481212735,Animalia,Arthropoda,Insecta,Lepidoptera,Zygaenidae,Zygaena,Zygaena filipendulae,,SPECIES,Zygaena filipendulae (Linnaeus, 1758),IE,Inis MeánInis MeánInis MeánInis MeánInis Meán,d2b97690-bfd6-11de-b279-d52977ace833,53.073571,-9.580504,100,,,,,,2014-07-20T00:00:00Z,20,7,2014,5107219,5107219,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,2.40966054812127E+016,,,CC_BY_4_0,,Gregory Woulahan,,,2018-07-06T23:24:16.089Z,,COORDINATE_ROUNDED,,,
1324201484,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.24096605481212730,Animalia,Arthropoda,Insecta,Lepidoptera,Zygaenidae,Zygaena,Zygaena filipendulae,,SPECIES,Zygaena filipendulae (Linnaeus, 1758),IE,Inis Óirr,d2b97690-bfd6-11de-b279-d52977ace833,53.065067,-9.520057,100,,,,,,2014-07-14T00:00:00Z,14,7,2014,5107219,5107219,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,2.40966054812127E+016,,,CC_BY_4_0,,Gregory Woulahan,,,2018-07-06T23:24:16.046Z,,COORDINATE_ROUNDED,,,
1324201483,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.24096605481212752,Animalia,Arthropoda,Insecta,Lepidoptera,Zygaenidae,Zygaena,Zygaena filipendulae,,SPECIES,Zygaena filipendulae (Linnaeus, 1758),IE,Inis MeánInis MeánInis Meán,d2b97690-bfd6-11de-b279-d52977ace833,53.091452,-9.564277,100,,,,,,2014-07-24T00:00:00Z,24,7,2014,5107219,5107219,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,2.40966054812128E+016,,,CC_BY_4_0,,Gregory Woulahan,,,2018-07-06T23:24:16.020Z,,COORDINATE_ROUNDED,,,
1324201482,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.24096605481212756,Animalia,Arthropoda,Insecta,Lepidoptera,Zygaenidae,Zygaena,Zygaena filipendulae,,SPECIES,Zygaena filipendulae (Linnaeus, 1758),IE,Inis MeánInis MeánInis Meán,d2b97690-bfd6-11de-b279-d52977ace833,53.084872,-9.568575,100,,,,,,2014-07-25T00:00:00Z,25,7,2014,5107219,5107219,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,2.40966054812128E+016,,,CC_BY_4_0,,Gregory Woulahan,,,2018-07-06T23:24:16.014Z,,COORDINATE_ROUNDED,,,
1324201481,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.24096605481212726,Animalia,Arthropoda,Insecta,Dermaptera,Forficulidae,Forficula,Forficula auricularia,,SPECIES,Forficula auricularia Linnaeus,1758,IE,Inis ÓirrInis ÓirrInis ÓirrInis ÓirrInis Óirr,d2b97690-bfd6-11de-b279-d52977ace833,53.065965,-9.520089,100,,,,,,2014-06-30T00:00:00Z,30,6,2014,1419845,1419845,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,2.40966054812127E+016,,,CC_BY_4_0,,Gregory Woulahan,,,2018-07-06T23:18:12.748Z,,COORDINATE_ROUNDED,,,
1324201480,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.24096605481212743,Animalia,Arthropoda,Insecta,Lepidoptera,Zygaenidae,Zygaena,Zygaena filipendulae,,SPECIES,Zygaena filipendulae (Linnaeus, 1758),IE,Inis MeánInis MeánInis MeánInis Meán,d2b97690-bfd6-11de-b279-d52977ace833,53.078802,-9.58383,100,,,,,,2014-07-24T00:00:00Z,24,7,2014,5107219,5107219,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,2.40966054812127E+016,,,CC_BY_4_0,,Gregory Woulahan,,,2018-07-06T23:24:16.138Z,,COORDINATE_ROUNDED,,,
1324201479,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.24096605481212742,Animalia,Arthropoda,Insecta,Lepidoptera,Zygaenidae,Zygaena,Zygaena filipendulae,,SPECIES,Zygaena filipendulae (Linnaeus, 1758),IE,Inis MeánInis MeánInis MeánInis Meán,d2b97690-bfd6-11de-b279-d52977ace833,53.081026,-9.581434,100,,,,,,2014-07-24T00:00:00Z,24,7,2014,5107219,5107219,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,2.40966054812127E+016,,,CC_BY_4_0,,Gregory Woulahan,,,2018-07-06T23:24:16.037Z,,COORDINATE_ROUNDED,,,
1324201478,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.24096605481212739,Animalia,Arthropoda,Insecta,Lepidoptera,Zygaenidae,Zygaena,Zygaena filipendulae,,SPECIES,Zygaena filipendulae (Linnaeus, 1758),IE,Inis MeánInis MeánInis MeánInis Meán,d2b97690-bfd6-11de-b279-d52977ace833,53.090454,-9.578645,100,,,,,,2014-07-23T00:00:00Z,23,7,2014,5107219,5107219,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,2.40966054812127E+016,,,CC_BY_4_0,,Gregory Woulahan,,,2018-07-06T23:24:16.014Z,,COORDINATE_ROUNDED,,,
1324201477,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.24096605481212667,Animalia,Arthropoda,Insecta,Coleoptera,Silphidae,Phosphuga,Phosphuga atrata,,SPECIES,Silpha atrata Linnaeus,1758,IE,Ballyseedy Wood,d2b97690-bfd6-11de-b279-d52977ace833,52.255775,-9.655534,100,,,,,,2011-04-22T00:00:00Z,22,4,2011,6546084,4448439,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,2.40966054812127E+016,,,CC_BY_4_0,,Tom Gittings,,,2018-07-06T23:22:40.246Z,,COORDINATE_ROUNDED,,,
1324201476,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.24096605481212745,Animalia,Arthropoda,Insecta,Lepidoptera,Zygaenidae,Zygaena,Zygaena filipendulae,,SPECIES,Zygaena filipendulae (Linnaeus, 1758),IE,Inis MeánInis MeánInis MeánInis Meán,d2b97690-bfd6-11de-b279-d52977ace833,53.074576,-9.587331,100,,,,,,2014-07-24T00:00:00Z,24,7,2014,5107219,5107219,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,2.40966054812127E+016,,,CC_BY_4_0,,Gregory Woulahan,,,2018-07-06T23:24:15.928Z,,COORDINATE_ROUNDED,,,
1324201475,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.24096605481212729,Animalia,Arthropoda,Insecta,Lepidoptera,Zygaenidae,Zygaena,Zygaena filipendulae,,SPECIES,Zygaena filipendulae (Linnaeus, 1758),IE,Inis Óirr,d2b97690-bfd6-11de-b279-d52977ace833,53.06585,-9.529036,100,,,,,,2014-07-13T00:00:00Z,13,7,2014,5107219,5107219,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,2.40966054812127E+016,,,CC_BY_4_0,,Gregory Woulahan,,,2018-07-06T23:24:16.041Z,,COORDINATE_ROUNDED,,,
1324201474,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.24096605481212722,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Ischnura,Ischnura elegans,,SPECIES,Ischnura elegans Vander Linden,1820,IE,Inis MeánInis MeánInis MeánInis MeánInis Meán,d2b97690-bfd6-11de-b279-d52977ace833,53.084872,-9.568575,100,,,,,,2014-07-25T00:00:00Z,25,7,2014,1423395,1423395,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,2.40966054812127E+016,,,CC_BY_4_0,,Gregory Woulahan,,,2018-07-06T23:18:59.485Z,,COORDINATE_ROUNDED,,,
1324201473,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.24096605481212700,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Rhagium,Rhagium bifasciatum,,SPECIES,Rhagium bifasciatum Fabricius,1775,IE,Knockakeo Forest,d2b97690-bfd6-11de-b279-d52977ace833,52.008512,-8.102667,1000,,,,,,2012-06-09T00:00:00Z,9,6,2012,1149909,1149909,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,2.40966054812127E+016,,,CC_BY_4_0,,Tom Gittings,,,2018-07-06T23:22:12.557Z,,COORDINATE_ROUNDED,,,
1324201472,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.24096605481212661,Animalia,Arthropoda,Insecta,Coleoptera,Nitidulidae,Glischrochilus,Glischrochilus hortensis,,SPECIES,Glischrochilus hortensis (Geoffroy, 1785),IE,Ballylanders,d2b97690-bfd6-11de-b279-d52977ace833,51.81405,-8.074676,100,,,,,,2011-08-23T00:00:00Z,23,8,2011,4453172,4453172,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,2.40966054812127E+016,,,CC_BY_4_0,,Tom Gittings,,,2018-07-06T23:18:28.421Z,,COORDINATE_ROUNDED,,,
1324201471,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.95068532315783224,Animalia,Arthropoda,Insecta,Hemiptera,Adelgidae,Adelges,Adelges cooleyi,,SPECIES,Gilletteella cooleyi (Gillette, 1907),GB,Ballykelly,d2b97690-bfd6-11de-b279-d52977ace833,55.037535,-7.036501,100,,,,,,1994-10-03T00:00:00Z,3,10,1994,2049734,2049732,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,9.50685323157832E+016,,,CC_BY_4_0,,Sam Clawson,,,2018-07-06T23:18:28.098Z,,COUNTRY_DERIVED_FROM_COORDINATES,COORDINATE_ROUNDED,,
1300282332,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.24673761089310640,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Carabus,Carabus nitens,,SPECIES,Carabus nitens Linnaeus,1758,IE,Magheracloigh,d2b97690-bfd6-11de-b279-d52977ace833,54.775444,-7.930046,100,,,,,,2016-04-19T00:00:00Z,19,4,2016,4471071,4471071,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,2.46737610893106E+016,,,CC_BY_4_0,,John Cromie,,,2018-07-07T03:02:40.040Z,,COORDINATE_ROUNDED,,,
1300282331,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.24673761089310630,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Vertebrata,Vertebrata lanosa,,SPECIES,Polysiphonia lanosa (Linnaeus) Tandy,1931,IE,Charles Fort,d2b97690-bfd6-11de-b279-d52977ace833,51.695197,-8.497501,100,,,,,,2016-04-02T00:00:00Z,2,4,2016,5277884,2660688,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,2.46737610893106E+016,,,CC_BY_4_0,,Tim Butter,,,2018-07-07T03:06:26.520Z,,COORDINATE_ROUNDED,,,
1300282330,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.24673761089310645,Animalia,Arthropoda,Insecta,Coleoptera,Geotrupidae,Geotrupes,Geotrupes stercorarius,,SPECIES,Geotrupes stercorarius (Linnaeus, 1758),GB,Marble Arch Caves,d2b97690-bfd6-11de-b279-d52977ace833,54.256092,-7.815858,100,,,,,,2016-04-22T00:00:00Z,22,4,2016,4994132,4994132,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,2.46737610893106E+016,,,CC_BY_4_0,,Magdalena Kluj,,,2018-07-07T03:04:17.514Z,,COUNTRY_DERIVED_FROM_COORDINATES,COORDINATE_ROUNDED,,
1300282329,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.24673761089310642,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salmo,Salmo trutta,fario,SUBSPECIES,Salmo trutta fario Linnaeus,1758,IE,Inchigeela,d2b97690-bfd6-11de-b279-d52977ace833,51.84452,-9.128893,100,,,,,,2016-04-15T00:00:00Z,15,4,2016,6169666,8215487,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,2.46737610893106E+016,,,CC_BY_4_0,,Inchigeela National School,,,2018-07-07T03:06:46.801Z,,COORDINATE_ROUNDED,,,
