id	type	modified	language	license	rightsHolder	accessRights	bibliographicCitation	references	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	materialSampleID	occurrenceID	catalogNumber	occurrenceRemarks	recordNumber	recordedBy	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	behavior	establishmentMeans	occurrenceStatus	preparations	disposition	otherCatalogNumbers	associatedMedia	associatedReferences	associatedSequences	associatedTaxa	organismID	organismName	organismScope	associatedOccurrences	associatedOrganisms	previousIdentifications	organismRemarks	eventID	parentEventID	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	fieldNumber	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	country	countryCode	stateProvince	county	municipality	locality	verbatimLocality	verbatimElevation	minimumElevationInMeters	maximumElevationInMeters	verbatimDepth	minimumDepthInMeters	maximumDepthInMeters	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceVerificationStatus	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	identifiedBy	dateIdentified	identificationReferences	identificationRemarks	identificationQualifier	identificationVerificationStatus	typeStatus	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks
214475920												VAL	VAL_bry			PreservedSpecimen					214475920	2269-1			M. Brugués																																																	ES		TO																39.840000152588	-4.0500001907349							0																																													Trichostomopsis trivialis (C. Müll.) H. Robins.								Plantae				Pottiaceae	Trichostomopsis		trivialis				(C. Müll.) H. Robins.					
214475919												VAL	VAL_bry			PreservedSpecimen					214475919	2267-1			J. Reinoso & M. C. Viera																																		1989	3	23													ES		BA			Sierra del Pico, La Parra				700									38.509998321533	-6.5999999046326							0																																													Timmiella anomala (B., S. & G.) Limpr.								Plantae				Pottiaceae	Timmiella		anomala				(B., S. & G.) Limpr.					
214475918												VAL	VAL_bry			PreservedSpecimen					214475918	2266-1			C. Casas																																		1973	2	16													ES		Z			Mequimenza													41.340000152588	0.25							0																																													Weissia longifolia Mitt.								Plantae				Pottiaceae	Weissia		longifolia				Mitt.					
214475917												VAL	VAL_bry			PreservedSpecimen					214475917	2265-1			Casas																																		1971	3	16													ES		B			Collbató, Monserrat													41.549999237061	1.7999999523163							0																																													Tortula cuneifolia (With.) Turn.								Plantae				Pottiaceae	Tortula		cuneifolia				(With.) Turn.					
214475916												VAL	VAL_bry			PreservedSpecimen					214475916	2264-1			Ros, Guerra & Martinez Sanchez																																		1989	3	10													ES		AL			Yesoncillo de Enmedio (Gérgal)				600									37.049999237061	-2.5199999809265							0																																													Tortula atrovirens (Sm.) Lindb.								Plantae				Pottiaceae	Tortula		atrovirens				(Sm.) Lindb.					
214475915												VAL	VAL_bry			PreservedSpecimen					214475915	2263-1			Mª. J. Elías																																		1987	7	1													ES		SA			Turberas de El Maillo				1200									40.549999237061	-6.2399997711182							0																																													Sphagnum subnitens Russ. & Warnst.								Plantae				Sphagnaceae	Sphagnum		subnitens				Russ. & Warnst.					
214475914												VAL	VAL_bry			PreservedSpecimen					214475914	2196-1			Gimeno																																		1989	11	1													ES		TE			Puebla de Valverde, Sierra Javalambre				1920									40.099998474121	-1.0299999713898							0																																													Syntrichia ruralis (Hedw.) F. Weber & D. Mohr.								Plantae				Pottiaceae	Syntrichia		ruralis				(Hedw.) F. Weber & D. Mohr.					
214475913												VAL	VAL_bry			PreservedSpecimen					214475913	2161-1			Gimeno																																		1989	11	6													ES		TE			Camarena de la Sierra, Sierra Javalambre				1650									40.159999847412	-1							0																																													Syntrichia ruralis (Hedw.) F. Weber & D. Mohr.								Plantae				Pottiaceae	Syntrichia		ruralis				(Hedw.) F. Weber & D. Mohr.					
214475912												VAL	VAL_bry			PreservedSpecimen					214475912	2160-1			Gimeno																																		1989	11	6													ES		TE			Puebla de Valverde, Sierra Javalambre				1920									40.099998474121	-1.0299999713898							0																																													Syntrichia ruralis (Hedw.) F. Weber & D. Mohr.								Plantae				Pottiaceae	Syntrichia		ruralis				(Hedw.) F. Weber & D. Mohr.					
214475911												VAL	VAL_bry			PreservedSpecimen					214475911	2159-1			Gimeno																																		1989	11	6													ES		TE			Camarena de la Sierra, Sierra Javalambre				1650									40.159999847412	-1							0																																													Syntrichia subpapillosissima (Bizot & R.B. Pierrot Ex W. A, Kramer) M								Plantae				Pottiaceae	Syntrichia		subpapillosissima				(Bizot & R.B. Pierrot Ex W. A, Kramer) M					
214475910												VAL	VAL_bry			PreservedSpecimen					214475910	2154-1			Gimeno																																		1989	11	6													ES		TE			Puebla de Valverde, Sierra Javalambre													40.169998168945	-1							0																																													Schistidium confertum (Funck) B. & S.								Plantae				Grimmiaceae	Schistidium		confertum				(Funck) B. & S.					
214475909												VAL	VAL_bry			PreservedSpecimen					214475909	2130-1			R. Wasum																																		1987	10	31													BR					Sao Francisco de Paula, Lajeado Grande				800																	0																																													Wijkia flagellifera (Broth.) Crum								Plantae				INDETERMINADA	Wijkia		flagellifera				(Broth.) Crum					
214475908												VAL	VAL_bry			PreservedSpecimen					214475908	2129-1			R. Wasum Et Alii																																		1987	11	14													BR					Santana da Boa Vista, Barrancos Beira de strada																					0																																													Tortella humilis (Hedw.) Jenn.								Plantae				Pottiaceae	Tortella		humilis				(Hedw.) Jenn.					
214475907												VAL	VAL_bry			PreservedSpecimen					214475907	2128-1			Grazziotin																																		1987	9	12													BR					Esmeralda, Fazenda da Guabiriba				850																	0																																													Sematophyllum subpinnatum (Brid.) Britt.								Plantae				Sematophyllaceae	Sematophyllum		subpinnatum				(Brid.) Britt.					
214475906												VAL	VAL_bry			PreservedSpecimen					214475906	2107-1			V. Atienza																																		1986	9	21													ES		T			El Retaule				1100									40.740001678467	0.25999999046326							0																																													Tortella humilis (Hedw.) Jenn.								Plantae				Pottiaceae	Tortella		humilis				(Hedw.) Jenn.					
214475905												VAL	VAL_bry			PreservedSpecimen					214475905	2036-1			Puche																																		1977	9	3													ES		TE			Cantavieja, Barranco del Río Palomita				1600									40.529998779297	-0.51999998092651							0																																													Tortula subulata Hedw. var. graeffii Warnst.								Plantae				Pottiaceae	Tortula		subulata	graeffii			Warnst.					
214475904												VAL	VAL_bry			PreservedSpecimen					214475904	2035-1			Puche																																		1982	9	19													ES		TE			Cantavieja, Muela Monchen				1500									40.439998626709	-0.51999998092651							0																																													Tortula subulata Hedw. var. graeffii Warnst.								Plantae				Pottiaceae	Tortula		subulata	graeffii			Warnst.					
214475903												VAL	VAL_bry			PreservedSpecimen					214475903	2034-1			Puche																																		1982	9	1													ES		TE			Cañada de Benatanduz, Carretera a Villarluengo				1200									40.540000915527	-0.63999998569489							0																																													Tortula subulata Hedw. var. graeffii Warnst.								Plantae				Pottiaceae	Tortula		subulata	graeffii			Warnst.					
214475902												VAL	VAL_bry			PreservedSpecimen					214475902	2011-1			Puche																																		1978	9	26													ES		TE			Cantavieja, La Rocha				1700									40.529998779297	-0.51999998092651							0																																													Tortula subulata Hedw.								Plantae				Pottiaceae	Tortula		subulata				Hedw.					
214475901												VAL	VAL_bry			PreservedSpecimen					214475901	2005-1			Puche																																		1982	9	19													ES		TE			Cantavieja, Barranco del Río Cantavieja				1400									40.439998626709	-0.51999998092651							0																																													Weissia condensa (Voit.) Lindb.								Plantae				Pottiaceae	Weissia		condensa				(Voit.) Lindb.					
214475900												VAL	VAL_bry			PreservedSpecimen					214475900	1993-1			F. Losada																																		1985	7	10													ES		S			Circo de la Peña Sagra				1550									43.159999847412	-4.5999999046326							0																																													Tetralophozia filiformis (Steph.) Urmi								Plantae				Jungermanniaceae	Tetralophozia		filiformis				(Steph.) Urmi					
214475899												VAL	VAL_bry			PreservedSpecimen					214475899	1974-1			J. Reinoso Franco																																		1981	5	13													ES		C			Caaveiro				150									43.439998626709	-8.1400003433228							0																																													Trichostomum crispulum Bruch								Plantae				Pottiaceae	Trichostomum		crispulum				Bruch					
214475898												VAL	VAL_bry			PreservedSpecimen					214475898	1965-1			R. Schumaker																																		1988	2	6													ES		NA			Goizueta				400									43.080001831055	-1.8899999856949							0																																													Scopelophila cataractae (Mitt.) Broth.								Plantae				Pottiaceae	Scopelophila		cataractae				(Mitt.) Broth.					
214475897												VAL	VAL_bry			PreservedSpecimen					214475897	1964-1			C. Casas																																		1965	7	14													ES		HU			Panticosa				2190									42.790000915527	-0.21999999880791							0																																													Sphagnum platyphyllum (Lindb. ex Braithw.) Sull. ex Warnst.								Plantae				Sphagnaceae	Sphagnum		platyphyllum				(Lindb. ex Braithw.) Sull. ex Warnst.					
214475896												VAL	VAL_bry			PreservedSpecimen					214475896	1947-1			J. Guerra																																		1987	5	1													ES		MU			Pico de la Pina				1000									38.259998321533	-1.1900000572205							0																																													Tortella tortuosa (Hedw.) Limpr.								Plantae				Pottiaceae	Tortella		tortuosa				(Hedw.) Limpr.					
214475895												VAL	VAL_bry			PreservedSpecimen					214475895	1945-1			M. Jimenez																																		1987	3	23													ES		AB			Riopar				2000									37.220001220703	-2.5499999523163							0																																													Seligeria acutifolia Lindb.								Plantae				Seligeriaceae	Seligeria		acutifolia				Lindb.					
214475894												VAL	VAL_bry			PreservedSpecimen					214475894	1940-1			J. Guerra & R. M. Ros																																		1987	5	9													ES		AB			Sierra de Alcaraz, bajada del puerto Cruceta				1300									38.520000457764	-2.5199999809265							0																																													Tortula subulata Hedw.								Plantae				Pottiaceae	Tortula		subulata				Hedw.					
214475893												VAL	VAL_bry			PreservedSpecimen					214475893	1938-1			J. Guerra																																		1987	11	7													ES		MU			Cartagena, Peña del Aguila				200									37.599998474121	-0.85000002384186							0																																													Trichostomum brachydontium Bruch								Plantae				Pottiaceae	Trichostomum		brachydontium				Bruch					
214475892												VAL	VAL_bry			PreservedSpecimen					214475892	1934-1			A. Ederra																																		1985	8	8													ES		NA			Monte Orhi				1850									42.979999542236	-1.0099999904633							0																																													Tortula norvegica (Web. f.) Wahlenb. ex Lindb.								Plantae				Pottiaceae	Tortula		norvegica				(Web. f.) Wahlenb. ex Lindb.					
214475891												VAL	VAL_bry			PreservedSpecimen					214475891	1933-1			A. Ederra																																		1985	8	8													ES		NA			Monte Orhi				1800									42.979999542236	-1.0099999904633							0																																													Tortella densa (Mitt.) Crundw. & Nyh.								Plantae				Pottiaceae	Tortella		densa				(Mitt.) Crundw. & Nyh.					
214475890												VAL	VAL_bry			PreservedSpecimen					214475890	1932-1			Fernandez Ordoñez																																		1985	10	15													ES		O			Bodeyana				635									43.319999694824	-6.4099998474121							0																																													Sphagnum pylaesii Brid.								Plantae				Sphagnaceae	Sphagnum		pylaesii				Brid.					
214475889												VAL	VAL_bry			PreservedSpecimen					214475889	1930-1			C. Fernandez Ordoñez																																		1988	2	14													ES		O			Santianes de Ola, arroyo Santianes				350									43.330001831055	-5.0999999046326							0																																													Trichocolea tomentella (Ehrh.) Dum.								Plantae				Trichocoleaceae	Trichocolea		tomentella				(Ehrh.) Dum.					
214475888												VAL	VAL_bry			PreservedSpecimen					214475888	1921-1			Mª Jose Elias																																		1986	3	21													ES		SA			Belén				850									40.450000762939	-6.0999999046326							0																																													Schizymenium pontevedrensis (Luis.) Casas & al								Plantae				Bryaceae	Schizymenium		pontevedrensis				(Luis.) Casas & al					
214475887												VAL	VAL_bry			PreservedSpecimen					214475887	1906-1			Puche																																		1977	7	25													ES		TE			Sierra Palomita, bajada al Río Palomita				1500									40.529998779297	-0.51999998092651							0																																													Schistidium crassipilum Blom								Plantae				Grimmiaceae	Schistidium		crassipilum				Blom					
