id	type	modified	language	license	rightsHolder	accessRights	bibliographicCitation	references	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	materialSampleID	occurrenceID	catalogNumber	occurrenceRemarks	recordNumber	recordedBy	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	behavior	establishmentMeans	occurrenceStatus	preparations	disposition	otherCatalogNumbers	associatedMedia	associatedReferences	associatedSequences	associatedTaxa	organismID	organismName	organismScope	associatedOccurrences	associatedOrganisms	previousIdentifications	organismRemarks	eventID	parentEventID	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	fieldNumber	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	country	countryCode	stateProvince	county	municipality	locality	verbatimLocality	verbatimElevation	minimumElevationInMeters	maximumElevationInMeters	verbatimDepth	minimumDepthInMeters	maximumDepthInMeters	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceVerificationStatus	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	identifiedBy	dateIdentified	identificationReferences	identificationRemarks	identificationQualifier	identificationVerificationStatus	typeStatus	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks
214474221												VAL	VAL_bry			PreservedSpecimen					214474221	3667-1			Casas																																		1966	7	9													ES		L			Vall d'Aran, Pla de l'Artiga de Lin				1800									42.669998168945	0.70999997854233							0																																													Campylophyllum halleri (Hedw.) Fleisch.								Plantae				Amblystegiaceae	Campylophyllum		halleri				(Hedw.) Fleisch.					
214474220												VAL	VAL_bry			PreservedSpecimen					214474220	3666-1			Casas																																		1988	7	4													ES		L			Espot, Agulles d'Amitges, refugio				2500									42.520000457764	0.93000000715256							0																																													Desmatodon latifolius (Hedw.) Brid.								Plantae				Pottiaceae	Desmatodon		latifolius				(Hedw.) Brid.					
214474219												VAL	VAL_bry			PreservedSpecimen					214474219	3665-1			Infante & Heras																																		1987	5	15													ES		BI			Villaro, bosque ribereño del Río Arratia				140									43.110000610352	-2.7699999809265							0																																													Homalia trichomanoides (Hedw.) Brid.								Plantae				Neckeraceae	Homalia		trichomanoides				(Hedw.) Brid.					
214474218												VAL	VAL_bry			PreservedSpecimen					214474218	3664-1			V. Canalís																																		1987	6	25													ES		HU			Bono, presa de Moralets				1530									42.569999694824	0.75999999046326							0																																													Grimmia elatior Bruch ex Bals. & De Not.								Plantae				Grimmiaceae	Grimmia		elatior				Bruch ex Bals. & De Not.					
214474217												VAL	VAL_bry			PreservedSpecimen					214474217	3663-1			V. Canalís																																		1988	7	1													ES		HU			Bono, barranc de Forcat				1250									42.509998321533	0.72000002861023							0																																													Climacium dendroides (Hedw.) Web. & Mohr								Plantae				Climaciaceae	Climacium		dendroides				(Hedw.) Web. & Mohr					
214474216												VAL	VAL_bry			PreservedSpecimen					214474216	3662-1			V. Canalís																																		1988	5	8													ES		L			Viella, Hospital de Viella				1620									42.630001068115	0.75999999046326							0																																													Bryum weigelii Spreng.								Plantae				Bryaceae	Bryum		weigelii				Spreng.					
214474215												VAL	VAL_bry			PreservedSpecimen					214474215	366-1			Mateo																																		1977	4	24													ES		CU			Aliaguilla													39.740001678467	-1.3700000047684							0																																													Exormotheca bullosa (Link Ex Lindenb) Müll								Plantae				Exormothecaceae	Exormotheca		bullosa				(Link Ex Lindenb) Müll					
214474214												VAL	VAL_bry			PreservedSpecimen					214474214	3660-1			Mª Luisa Lopez																																		1990	11	4													ES		NA			Ilurdoz, cerca de Anchóriz				640									42.880001068115	-1.539999961853							0																																													Entodon concinnus (De Not.) Paris								Plantae				Entodontaceae	Entodon		concinnus				(De Not.) Paris					
214474213												VAL	VAL_bry			PreservedSpecimen					214474213	3659-1			A. Ederra																																		1991	4	29													ES		NA			Leiza				650									43.099998474121	-1.9199999570847							0																																													Campylopus paradoxus Wils.								Plantae				Dicranaceae	Campylopus		paradoxus				Wils.					
214474212												VAL	VAL_bry			PreservedSpecimen					214474212	3658-1			Ederra & Doming.																																		1992	4	6													ES		NA			Leiza				650									43.099998474121	-1.9199999570847							0																																													Dicranum spurium Hedw.								Plantae				Dicranaceae	Dicranum		spurium				Hedw.					
214474211												VAL	VAL_bry			PreservedSpecimen					214474211	3657-1			E. Fuertes																																		1988	6	7													ES		BU			Melojar de Huidobro													42.720001220703	-3.7300000190735							0																																													Anastrophyllum minutum (Schreb.) Schust.								Plantae				Jungermanniaceae	Anastrophyllum		minutum				(Schreb.) Schust.					
214474210												VAL	VAL_bry			PreservedSpecimen					214474210	3656-1			E. Vigón																																		1975	6	25													ES		O			Río Anguileira, Km. 342 de la Carretera de la costa													43.569999694824	-6.9400000572205							0																																													Amblystegium riparium (Hedw.) B., S. & G.								Plantae				Amblystegiaceae	Amblystegium		riparium				(Hedw.) B., S. & G.					
214474209												VAL	VAL_bry			PreservedSpecimen					214474209	3654-1			E. Vigón																																		1974	6	7													ES		O			Carretera al Monasterio del Coto Km. 10													43.110000610352	-6.6199998855591							0																																													Fissidens polyphyllus Wils. ex B., S. & G.								Plantae				Fissidentaceae	Fissidens		polyphyllus				Wils. ex B., S. & G.					
214474208												VAL	VAL_bry			PreservedSpecimen					214474208	3653-1			E. Vigón																																		1974	6	9													ES		O			Río Muniellos, después de Tablizas													43.040000915527	-6.6799998283386							0																																													Fontinalis squamosa Hedw.								Plantae				Fontinalaceae	Fontinalis		squamosa				Hedw.					
214474207												VAL	VAL_bry			PreservedSpecimen					214474207	3652-1			Fernandez Prieto																																		1978	10	13													ES		O			Vega Cimera, Puerto de Somiedo				1550									43.029998779297	-6.1900000572205							0																																													Dicranella palustris (Dicks.) Crundw. ex Warb.								Plantae				Dicranaceae	Dicranella		palustris				(Dicks.) Crundw. ex Warb.					
214474206												VAL	VAL_bry			PreservedSpecimen					214474206	365-1			Mateo																																																	ES		CU			Graja de Campalbo													39.830001831055	-1.3600000143051							0																																													Exormotheca bullosa (Link Ex Lindenb) Müll								Plantae				Exormothecaceae	Exormotheca		bullosa				(Link Ex Lindenb) Müll					
214474205												VAL	VAL_bry			PreservedSpecimen					214474205	3649-1			Heras																																		1991	12	7													ES		SS			Elduayen, Barranco de Aztabizcar, Valle de Leizarán				460									43.189998626709	-1.9900000095367							0																																													Fissidens polyphyllus Wils. ex B., S. & G.								Plantae				Fissidentaceae	Fissidens		polyphyllus				Wils. ex B., S. & G.					
214474204												VAL	VAL_bry			PreservedSpecimen					214474204	3648-1			Heras																																		1992	2	4													ES		SS			Albiztur, Río Salubita				110									43.110000610352	-2.0999999046326							0																																													Fontinalis squamosa Hedw.								Plantae				Fontinalaceae	Fontinalis		squamosa				Hedw.					
214474203												VAL	VAL_bry			PreservedSpecimen					214474203	3645-1			Vigón Arvizu																																		1978	8	13													ES		S			Puerto de Somiedo				1590									42.959999084473	-6.3000001907349							0																																													Drepanocladus exannulatus (B., S. & G.) Warnst.								Plantae				Amblystegiaceae	Drepanocladus		exannulatus				(B., S. & G.) Warnst.					
214474202												VAL	VAL_bry			PreservedSpecimen					214474202	3642-1			Fernandez Ordoñez																																		1975	2	23													ES		LE			Pinar de Lillo				1230									42.970001220703	-5.3299999237061							0																																													Frullania fragilifolia (Tayl.) Gott. et al.								Plantae				Jubulaceae	Frullania		fragilifolia				(Tayl.) Gott. et al.					
214474201												VAL	VAL_bry			PreservedSpecimen					214474201	364-1			Mateo																																		1977	7	1													ES		CU			Talayuelas													39.740001678467	-1.25							0																																													Exormotheca bullosa (Link Ex Lindenb) Müll								Plantae				Exormothecaceae	Exormotheca		bullosa				(Link Ex Lindenb) Müll					
214474200												VAL	VAL_bry			PreservedSpecimen					214474200	363-1			Mateo																																		1977	4	24													ES		CU			Aliaguilla													39.740001678467	-1.3700000047684							0																																													Exormotheca bullosa (Link Ex Lindenb) Müll								Plantae				Exormothecaceae	Exormotheca		bullosa				(Link Ex Lindenb) Müll					
214474199												VAL	VAL_bry			PreservedSpecimen					214474199	3625-1			Heras & Infante																																		1987	5	9													ES		BI			Orozco, torca de Itxina				1050									43.069999694824	-2.8199999332428							0																																													Brachythecium rutabulum (Hedw.) B., S. & G.								Plantae				Brachytheciaceae	Brachythecium		rutabulum				(Hedw.) B., S. & G.					
214474198												VAL	VAL_bry			PreservedSpecimen					214474198	362-1			Herrero Borgoñon																																		1984	10	14													ES		CU			Carrascosa de la Sierra													40.560001373291	-2.289999961853							0																																													Eurhynchium speciosum (Brid.) Jur.								Plantae				Brachytheciaceae	Eurhynchium		speciosum				(Brid.) Jur.					
214474197												VAL	VAL_bry			PreservedSpecimen					214474197	3618-1			A. Losada																																		1992	4	3													ES		TF			La Palma, Fuencaliente, llano de los Cestos													28.450000762939	-17.860000610352							0																																													Grimmia trichophylla Grev.								Plantae				Grimmiaceae	Grimmia		trichophylla				Grev.					
214474196												VAL	VAL_bry			PreservedSpecimen					214474196	3615-1			Hernandez et al.																																		1993	4	20													ES		TF			Las Mercedes, Cruz del Carmen				950									28.469999313354	-16.329999923706							0																																													Atrichum undulatum (Hedw.) P. Beauv.								Plantae				Polytrichaceae	Atrichum		undulatum				(Hedw.) P. Beauv.					
214474195												VAL	VAL_bry			PreservedSpecimen					214474195	3610-1			P. Heras																																		1987	12	20													ES		VI			Osma, Lenar del Hayal de Osma				1100									42.900001525879	-3.0199999809265							0																																													Ctenidium molluscum (Hedw.) Mitt.								Plantae				Hypnaceae	Ctenidium		molluscum				(Hedw.) Mitt.					
214474194												VAL	VAL_bry			PreservedSpecimen					214474194	36-1			Puche																																		1977	7	1													ES		TE			Sierra Palomita, abrevadero Palomita				1700									40.529998779297	-0.51999998092651							0																																													Eurhynchium pulchellum (Hedw.) Jenn.								Plantae				Brachytheciaceae	Eurhynchium		pulchellum				(Hedw.) Jenn.					
214474193												VAL	VAL_bry			PreservedSpecimen					214474193	3604-1			Casas																																		1976	11	15													ES		B			Alt Breguedá, Rasos de Peguera, torent de Porxos													42.119998931885	1.75							0																																													Dicranum tauricum Sapjegin								Plantae				Dicranaceae	Dicranum		tauricum				Sapjegin					
214474192												VAL	VAL_bry			PreservedSpecimen					214474192	3603-1			Brugués & Lloret																																		1985	5	1													ES		GE			Camprodon, Font Forcará				1000									42.319999694824	2.3399999141693							0																																													Eurhynchium striatum (Hedw.) Schimp.								Plantae				Brachytheciaceae	Eurhynchium		striatum				(Hedw.) Schimp.					
214474191												VAL	VAL_bry			PreservedSpecimen					214474191	360-1			J. Herrero																																		1984	10	14													ES		CU			Carrascosa de la Sierra, Cueva del Becerro				1000									40.560001373291	-2.289999961853							0																																													Cinclidotus fontinaloides (Hedw.) P. Beauv.								Plantae				Pottiaceae	Cinclidotus		fontinaloides				(Hedw.) P. Beauv.					
214474190												VAL	VAL_bry			PreservedSpecimen					214474190	3600-1			Casas																																		1992	3	6													ES		L			Tírvia, Bosc de Virós													42.439998626709	1.1799999475479							0																																													Dicranum polysetum Sw.								Plantae				Dicranaceae	Dicranum		polysetum				Sw.					
214474189												VAL	VAL_bry			PreservedSpecimen					214474189	3594-1			V. Canalís																																		1986	6	15													ES		L			Viella, Vall de Conangles				1850									42.630001068115	0.76999998092651							0																																													Fissidens dubius Beauv.								Plantae				Fissidentaceae	Fissidens		dubius				Beauv.					
214474188												VAL	VAL_bry			PreservedSpecimen					214474188	3593-1			V. Canalís																																		1988	5	6													ES		L			Vilaller, cerca de Estet				1050									42.520000457764	0.72000002861023							0																																													Dicranella varia (Hedw.) Schimp.								Plantae				Dicranaceae	Dicranella		varia				(Hedw.) Schimp.					
214474187												VAL	VAL_bry			PreservedSpecimen					214474187	3592-1			V. Canalís																																		1988	5	8													ES		L			Viella, Hospital de Viella				1620									42.630001068115	0.75999999046326							0																																													Ceratodon purpureus (Hedw.) Brid.								Plantae				Ditrichaceae	Ceratodon		purpureus				(Hedw.) Brid.					
214474186												VAL	VAL_bry			PreservedSpecimen					214474186	3591-1			Puche & Gimeno																																		1987	6	25													ES		HU			Bono, sobre la presa de Moralets				1450									42.569999694824	0.75999999046326							0																																													Bryum alpinum With.								Plantae				Bryaceae	Bryum		alpinum				With.					
214474185												VAL	VAL_bry			PreservedSpecimen					214474185	3590-1			V. Canalís																																		1985	6	27													ES		HU			Montanui, cerca de Vinyals				1050									42.5	0.70999997854233							0																																													Brachythecium albicans (Hedw.) B., S. & G.								Plantae				Brachytheciaceae	Brachythecium		albicans				(Hedw.) B., S. & G.					
214474184												VAL	VAL_bry			PreservedSpecimen					214474184	3587-1			E. Fuertes																																		1989	4	6													ES		ZA			Ribadelago Viejo, cerca del Lago de Sanabria													42.069999694824	-6.8200001716614							0																																													Barbilophozia barbata (Schmid. ex Schreb.) Loeske								Plantae				Jungermanniaceae	Barbilophozia		barbata				(Schmid. ex Schreb.) Loeske					
214474183												VAL	VAL_bry			PreservedSpecimen					214474183	3585-1			E. Fuertes																																		1991	9	9													ES		NA			Collado de Ibardín				360									43.259998321533	-1.7699999809265							0																																													Dicranum polysetum Sw.								Plantae				Dicranaceae	Dicranum		polysetum				Sw.					
214474182												VAL	VAL_bry			PreservedSpecimen					214474182	3583-1			A. Losada et Al.																																		1991	2	15													ES		TF			La Palma, Fuencaliente													28.450000762939	-17.860000610352							0																																													Bartramia stricta Brid.								Plantae				Bartramiaceae	Bartramia		stricta				Brid.					
214474181												VAL	VAL_bry			PreservedSpecimen					214474181	3582-1			A. Losada et al.																																		1989	4	1													ES		TF			La Palma, Los Sauces, El Canal y los Tilos													28.719999313354	-17.870000839233							0																																													Anacolia webbii (Mont.) Schimp.								Plantae				Bartramiaceae	Anacolia		webbii				(Mont.) Schimp.					
214474180												VAL	VAL_bry			PreservedSpecimen					214474180	3479-1			Puche																																		1978	9	2													ES		TE			Sierra Palomita, La Rocha				1700									40.439998626709	-0.51999998092651							0																																													Encalypta spathulata C. Müll.								Plantae				Encalyptaceae	Encalypta		spathulata				C. Müll.					
214474179												VAL	VAL_bry			PreservedSpecimen					214474179	34-1			Puche																																		1977	7	1													ES		TE			Sierra Palomita, abrevadero Palomita													40.529998779297	-0.51999998092651							0																																													Encalypta streptocarpa Hedw.								Plantae				Encalyptaceae	Encalypta		streptocarpa				Hedw.					
214474178												VAL	VAL_bry			PreservedSpecimen					214474178	3340-1			E. Fuertes																																		1972	8	20													ES		HU			Valle de Ordesa, Collado de Millaris				2467									42.599998474121	-0.070000000298023							0																																													Drepanocladus revolvens (Sw.) Warnst.								Plantae				Amblystegiaceae	Drepanocladus		revolvens				(Sw.) Warnst.					
214474177												VAL	VAL_bry			PreservedSpecimen					214474177	3337-1			Ros y García-Z.																																		1990	2	24													ES		AL			Nijar, Cortijada del Romeral al cortijo del Monsul				100									36.75	-2.1500000953674							0																																													Gigaspermum mouretii Corb.								Plantae				Gigaspermaceae	Gigaspermum		mouretii				Corb.					
214474176												VAL	VAL_bry			PreservedSpecimen					214474176	3336-1			Marta Lopez																																		1992	9	25													ES		L			Vall de Mulleres				1700									42.630001068115	0.74000000953674							0																																													Dicranella palustris (Dicks.) Crundw. ex Warb.								Plantae				Dicranaceae	Dicranella		palustris				(Dicks.) Crundw. ex Warb.					
214474175												VAL	VAL_bry			PreservedSpecimen					214474175	3332-1			Canalís																																																	ES		L			Viella, Vall de Molières				1880									42.630001068115	0.74000000953674							0																																													Herzogiella striatella (Brid.) Iwats.								Plantae				Hypnaceae	Herzogiella		striatella				(Brid.) Iwats.					
214474174												VAL	VAL_bry			PreservedSpecimen					214474174	3330-1			Canalís																																		1984	6	26													ES		L			Viella, Vall de Conangles				1760									42.630001068115	0.76999998092651							0																																													Dryptodon patens (Dicks.) Brid.								Plantae				Grimmiaceae	Dryptodon		patens				(Dicks.) Brid.					
214474173												VAL	VAL_bry			PreservedSpecimen					214474173	3328-1			Farras																																		1987	3	8													ES		Z			Laguna de Gallocanta				1000									40.909999847412	-1.5800000429153							0																																													Funaria hygrometrica Hedw.								Plantae				Funariaceae	Funaria		hygrometrica				Hedw.					
214474172												VAL	VAL_bry			PreservedSpecimen					214474172	3323-1			Ros & García-Z.																																		1990	2	24													ES		AL			Níjar, cabo de Gata, Barranco de Pollatos				100									36.75	-2.1600000858307							0																																													Acaulon muticum (Hedw.) C. Müll.								Plantae				Pottiaceae	Acaulon		muticum				(Hedw.) C. Müll.					
214474171												VAL	VAL_bry			PreservedSpecimen					214474171	3318-1			E. Fuertes																																		1992	6	24													ES		TE			Tronchón, quejigar				1080									40.630001068115	-0.63999998569489							0																																													Crossidium squamiferum (Viv.) Jur.								Plantae				Pottiaceae	Crossidium		squamiferum				(Viv.) Jur.					
214474170												VAL	VAL_bry			PreservedSpecimen					214474170	33-1			E. C. Wallace																																		1974	2	20													GB					West Sussex																					0																																													Didymodon sinuosus (Mitt.) Delonge								Plantae				Pottiaceae	Didymodon		sinuosus				(Mitt.) Delonge					
214474169												VAL	VAL_bry			PreservedSpecimen					214474169	3306-1			E. Fuertes																																		1996	7	6													ES		P			Pozo de Curavacas, Peña Prieta				1800									42.979999542236	-4.7199997901917							0																																													Gymnomitrion obtusum (Lindb.) Pers.								Plantae				Gymnomitriaceae	Gymnomitrion		obtusum				(Lindb.) Pers.					
214474168												VAL	VAL_bry			PreservedSpecimen					214474168	3248-1			E. Fuertes																																		1990	1	29													ES		CR			Fuencaliente, Sierra Madrona				850									38.389999389648	-4.3699998855591							0																																													Antitrichia californica Sull.								Plantae				Leucodontaceae	Antitrichia		californica				Sull.					
214474167												VAL	VAL_bry			PreservedSpecimen					214474167	3242-1			Gimeno & Machin																																		1993	3	11													ES		TE			Albarracín, Senda del Cabrerizo													40.389999389648	-1.4199999570847							0																																													Grimmia ovalis (Hedw.) Lindb.								Plantae				Grimmiaceae	Grimmia		ovalis				(Hedw.) Lindb.					
214474166												VAL	VAL_bry			PreservedSpecimen					214474166	32-1			Puche																																		1978	8	1													ES		TE			Sierra Palomita, abrevadero Palomita													40.529998779297	-0.51999998092651							0																																													Dicranum scoparium Hedw.								Plantae				Dicranaceae	Dicranum		scoparium				Hedw.					
214474165												VAL	VAL_bry			PreservedSpecimen					214474165	3-1			Puche																																		1982	9	18													ES		TE			Cantavieja, Cuarto Pelado													40.439998626709	-0.51999998092651							0																																													Dicranella varia (Hedw.) Schimp.								Plantae				Dicranaceae	Dicranella		varia				(Hedw.) Schimp.					
214474164												VAL	VAL_bry			PreservedSpecimen					214474164	305-1			Puche																																		1978	9	1													ES		TE			Sierra Palomita, La Rocha				1600									40.529998779297	-0.51999998092651							0																																													Bryum capillare Hedw.								Plantae				Bryaceae	Bryum		capillare				Hedw.					
214474163												VAL	VAL_bry			PreservedSpecimen					214474163	3038-1			Casas & Brugués																																		1973	6	1													ES		GE			Sant Llorenç de la Muga, Pla d'Amigó													42.270000457764	2.7599999904633							0																																													Anomodon attenuatus (Hedw.) Hüb.								Plantae				Anomodontaceae	Anomodon		attenuatus				(Hedw.) Hüb.					
214474162												VAL	VAL_bry			PreservedSpecimen					214474162	2908-1			Puche & Gimeno																																		1993	9	12													ES		TE			Orihuela del Tremedal, Fuente de los Padrejones													40.540000915527	-1.6499999761581							0																																													Fontinalis antipyretica Hedw.								Plantae				Fontinalaceae	Fontinalis		antipyretica				Hedw.					
214474161												VAL	VAL_bry			PreservedSpecimen					214474161	28-1			Puche																																		1978	9	1													ES		TE			Sierra Palomita, Cuarto Pelado													40.529998779297	-0.51999998092651							0																																													Ctenidium molluscum (Hedw.) Mitt.								Plantae				Hypnaceae	Ctenidium		molluscum				(Hedw.) Mitt.					
214474160												VAL	VAL_bry			PreservedSpecimen					214474160	2758-1			Casas																																		1967	7	1													ES		HU			Panticosa, Ibón de Brachimaña				2190									42.689998626709	-0.31000000238419							0																																													Drepanocladus exannulatus (B., S. & G.) Warnst.								Plantae				Amblystegiaceae	Drepanocladus		exannulatus				(B., S. & G.) Warnst.					
214474159												VAL	VAL_bry			PreservedSpecimen					214474159	2717-1			Casas																																		1988	7	1													ES		BU			Quintanar de la Sierra, Peñas Albas				1600									42.029998779297	-3.0199999809265							0																																													Cynodontium bruntonii (Sm.) B., S. & G.								Plantae				Dicranaceae	Cynodontium		bruntonii				(Sm.) B., S. & G.					
214474158												VAL	VAL_bry			PreservedSpecimen					214474158	2706-1			Casas																																		1989	7	1													ES		HU			Saravillo, Laguna de la Mora													42.509998321533	0.31999999284744							0																																													Dicranum tauricum Sapjegin								Plantae				Dicranaceae	Dicranum		tauricum				Sapjegin					
214474157												VAL	VAL_bry			PreservedSpecimen					214474157	2700-1			Gimeno & Machin																																		1993	9	12													ES		TE			Albarracín, Carretera a Orihuela													40.490001678467	-1.6499999761581							0																																													Antitrichia curtipendula (Hedw.) Brid.								Plantae				Leucodontaceae	Antitrichia		curtipendula				(Hedw.) Brid.					
214474156												VAL	VAL_bry			PreservedSpecimen					214474156	2534-1			Casas																																		1988	7	4													ES		L			Vall d'Aran, Cruce Bordius				780									42.790000915527	0.68000000715256							0																																													Blasia pusila L.								Plantae				Blasiaceae	Blasia		pusila				L.					
214474155												VAL	VAL_bry			PreservedSpecimen					214474155	2533-1			F. Ordoñez																																		1977	2	25													ES		O			Campo de Caso, A 2 Km. hacia Orle				730									43.189998626709	-5.3400001525879							0																																													Blasia pusila L.								Plantae				Blasiaceae	Blasia		pusila				L.					
214474154												VAL	VAL_bry			PreservedSpecimen					214474154	2532-1			R. M. Simó																																		1973	10	7													ES		O			Laguna de Arbás				1720									42.990001678467	-6.4200000762939							0																																													Diplophyllum taxifolium (Wahlenb.) Dum.								Plantae				Scapaniaceae	Diplophyllum		taxifolium				(Wahlenb.) Dum.					
214474153												VAL	VAL_bry			PreservedSpecimen					214474153	2526-1																																					1991	5	14													ES		C			Teo, Ponte do Xirimbao				250									42.75	-8.5500001907349							0																																													Fossombronia angulosa (Dicks.) Raddi								Plantae				Codoniaceae	Fossombronia		angulosa				(Dicks.) Raddi					
214474152												VAL	VAL_bry			PreservedSpecimen					214474152	2520-1			A. Ederra																																		1983	6	1													ES		NA			Monte Mendaur													43.159999847412	-1.710000038147							0																																													Dumortiera hirsuta (Sw.) Nees								Plantae				Marchantiaceae	Dumortiera		hirsuta				(Sw.) Nees					
214474151												VAL	VAL_bry			PreservedSpecimen					214474151	2515-1			A. Losada																																		1989	4	1													ES		TF			La Palma, reserva El Canal y los Tilos				1400									28.719999313354	-17.870000839233							0																																													Dumortiera hirsuta (Sw.) Nees								Plantae				Marchantiaceae	Dumortiera		hirsuta				(Sw.) Nees					
214474150												VAL	VAL_bry			PreservedSpecimen					214474150	2514-1			Losada																																		1989	1	29													ES		TF			La Palma, El Canal y los Tilos				700									28.719999313354	-17.870000839233							0																																													Frullania tamarisci (L.) Dum.								Plantae				Jubulaceae	Frullania		tamarisci				(L.) Dum.					
214474149												VAL	VAL_bry			PreservedSpecimen					214474149	2513-1			A. Losada																																		1989	4	1													ES		TF			La Palma, reserva El Canal y los Tilos				1400									28.719999313354	-17.870000839233							0																																													Dicranolejeunea johnsoniana (Mitt.) Grolle.								Plantae				Lejeuneaceae	Dicranolejeunea		johnsoniana				(Mitt.) Grolle.					
214474148												VAL	VAL_bry			PreservedSpecimen					214474148	2512-1			Infante																																		1990	5	1													ES		BI			Orozco, Itxina				1100									43.060001373291	-2.8199999332428							0																																													Bazzania flaccida (Dum) Grolle								Plantae				Lepidoziaceae	Bazzania		flaccida				(Dum) Grolle					
214474147												VAL	VAL_bry			PreservedSpecimen					214474147	25-1			Puche																																		1977	9	3													ES		TE			Cantavieja, prado húmedo													40.439998626709	-0.51999998092651							0																																													Campylium stellatum (Hedw.) J. Lange & C. Jens.								Plantae				Amblystegiaceae	Campylium		stellatum				(Hedw.) J. Lange & C. Jens.					
214474146												VAL	VAL_bry			PreservedSpecimen					214474146	2502-1			R. M. Simó																																		1975	3	20													ES		O			Cudillo				45									43.5	-6.1599998474121							0																																													Brachythecium plumosum (Hedw.) B., S. & G.								Plantae				Brachytheciaceae	Brachythecium		plumosum				(Hedw.) B., S. & G.					
214474145												VAL	VAL_bry			PreservedSpecimen					214474145	2501-1			R. M. Simó																																		1976	3	19													ES		O			Laguna de Arbás				1700									42.990001678467	-6.4200000762939							0																																													Drepanocladus fluitans (Hedw.) Warnst.								Plantae				Amblystegiaceae	Drepanocladus		fluitans				(Hedw.) Warnst.					
214474144												VAL	VAL_bry			PreservedSpecimen					214474144	2500-1			Simó																																		1972	4	30													ES		O			Soto de los Infantes, Carretera a Cangas de Narcea				380									43.319999694824	-6.4099998474121							0																																													Fissidens serrulatus Brid.								Plantae				Fissidentaceae	Fissidens		serrulatus				Brid.					
214474143												VAL	VAL_bry			PreservedSpecimen					214474143	2499-1			M. C. Fernandez Ordoñez																																		1974	8	13													ES		LE			Puerto de las Señales				1590									42.880001068115	-5.3299999237061							0																																													Dryptodon patens (Dicks.) Brid.								Plantae				Grimmiaceae	Dryptodon		patens				(Dicks.) Brid.					
214474142												VAL	VAL_bry			PreservedSpecimen					214474142	2497-1			F. Ordoñez																																		1983	12	21													ES		O			Monte Xorro				180									43.680000305176	-6.1500000953674							0																																													Aulacomnium palustre (Hedw.) Schwägr.								Plantae				Aulacomniaceae	Aulacomnium		palustre				(Hedw.) Schwägr.					
214474141												VAL	VAL_bry			PreservedSpecimen					214474141	2494-1			J. Varo																																		1989	12	15													ES		GR			Puerto de la Mora				1200									37.229999542236	-3.5599999427795							0																																													Grimmia trichophylla Grev. var. tenuis (Wahlenb.) Wijk. & Marg.								Plantae				Grimmiaceae	Grimmia		trichophylla	tenuis			(Wahlenb.) Wijk. & Marg.					
214474140												VAL	VAL_bry			PreservedSpecimen					214474140	2487-1			Heras																																		1988	3	1													ES		BI			Mañaria, Barranco Erleale				350									43.139999389648	-2.6800000667572							0																																													Eurhynchium striatulum (Spruce) B., S. & G.								Plantae				Brachytheciaceae	Eurhynchium		striatulum				(Spruce) B., S. & G.					
214474139												VAL	VAL_bry			PreservedSpecimen					214474139	2484-1			Elías																																		1986	2	21													ES		SA			La Herguijuela de la Sierra, valle de Belen				900									40.450000762939	-6.0999999046326							0																																													Dicranoweisia cirrata (Hedw.) Lindb.								Plantae				Dicranaceae	Dicranoweisia		cirrata				(Hedw.) Lindb.					
214474138												VAL	VAL_bry			PreservedSpecimen					214474138	2481-1			Elías																																		1984	11	21													ES		SA			Monte Madre del Agua				600									40.340000152588	-5.9299998283386							0																																													Atrichum undulatum (Hedw.) P. Beauv.								Plantae				Polytrichaceae	Atrichum		undulatum				(Hedw.) P. Beauv.					
